0,8,3,0.0319,0.0262,0.0072,0.9721,4.9001,0.8741
0,8,4,0.0319,0.0262,0.0072,-1.1240,6.9042,1.2240
0,9,0,-0.0223,-0.0733,-0.0610,-0.3515,-0.9310,-0.7922
0,9,1,-0.0223,-0.0733,-0.0610,-0.7894,-1.8326,-1.5884
0,9,2,-0.0223,-0.0733,-0.0610,-1.3325,-2.6840,-2.3853
0,9,3,-0.0223,-0.0733,-0.0610,-2.7592,-4.1711,-3.9810
0,9,4,-0.0223,-0.0733,-0.0610,-4.6099,-5.2691,-5.5729
0,10,0,0.0423,0.0336,-0.0195,0.8361,0.5457,-0.3606
0,10,1,0.0423,0.0336,-0.0195,1.7741,0.9179,-0.7214
0,10,2,0.0423,0.0336,-0.0195,2.7802,1.1157,-1.0819
0,10,3,0.0423,0.0336,-0.0195,4.9203,0.8809,-1.8052
0,10,4,0.0423,0.0336,-0.0195,6.9899,-0.2741,-2.5264
0,11,0,0.0636,-0.0190,-0.0309,0.9786,-0.2126,-0.4667
0,11,1,0.0636,-0.0190,-0.0309,1.9791,-0.2575,-0.9302
0,11,2,0.0636,-0.0190,-0.0309,2.9957,-0.0964,-1.3970
0,11,3,0.0636,-0.0190,-0.0309,4.9450,0.7150,-2.3287
0,11,4,0.0636,-0.0190,-0.0309,6.6308,2.2333,-3.2611
0,12,0,-0.0572,-0.0558,0.0246,-0.6688,-0.7407,0.3070
0,12,1,-0.0572,-0.0558,0.0246,-1.2007,-1.5941,0.6140
0,12,2,-0.0572,-0.0558,0.0246,-1.6247,-2.5234,0.9234
0,12,3,-0.0572,-0.0558,0.0246,-2.1050,-4.5374,1.5389
0,12,4,-0.0572,-0.0558,0.0246,-1.9592,-6.7206,2.1537
0,13,0,-0.0299,0.0649,-0.0698,-0.3537,0.9356,-0.9762
0,13,1,-0.0299,0.0649,-0.0698,-0.5731,1.9115,-1.9476
0,13,2,-0.0299,0.0649,-0.0698,-0.6460,2.9305,-2.9287
0,13,3,-0.0299,0.0649,-0.0698,-0.4164,4.9828,-4.8800
0,14,0,0.0489,0.0288,-0.0206,0.9004,0.4285,-0.3620
0,14,1,0.0489,0.0288,-0.0206,1.8782,0.6756,-0.7246
0,14,2,0.0489,0.0288,-0.0206,2.9012,0.7489,-1.0877
0,14,3,0.0489,0.0288,-0.0206,4.9883,0.3412,-1.8150
0,14,4,0.0489,0.0288,-0.0206,6.9331,-0.9364,-2.5396
0,15,0,-0.0229,-0.0336,0.0198,-0.4569,-0.8873,0.4860
0,15,1,-0.0229,-0.0336,0.0198,-0.6763,-1.8775,0.9718
0,15,2,-0.0229,-0.0336,0.0198,-0.6076,-2.9335,1.4588
0,15,3,-0.0229,-0.0336,0.0198,0.4943,-4.9720,2.4331
0,15,4,-0.0229,-0.0336,0.0198,3.0858,-6.2788,3.4068
0,16,0,0.0104,-0.0402,0.0202,0.1317,-0.9864,0.4842
0,16,1,0.0104,-0.0402,0.0202,0.0344,-1.9975,0.9720
0,16,2,0.0104,-0.0402,0.0202,-0.3090,-2.9796,1.4574
0,16,3,0.0104,-0.0402,0.0202,-1.8071,-4.6572,2.4304
0,16,4,0.0104,-0.0402,0.0202,-4.5976,-5.2748,3.4043
0,17,0,0.0084,0.0597,0.0451,0.2207,0.9746,0.7472
0,17,1,0.0084,0.0597,0.0451,0.6042,1.9038,1.4936
0,17,2,0.0084,0.0597,0.0451,1.1715,2.7624,2.2438
0,17,3,0.0084,0.0597,0.0451,2.7239,4.1913,3.7381
0,17,4,0.0084,0.0597,0.0451,4.8739,5.0235,5.2342
0,18,0,0.0237,-0.0384,-0.0108,0.6159,-0.7869,-0.2396
0,18,1,0.0237,-0.0384,-0.0108,1.4063,-1.4200,-0.4792
0,18,2,0.0237,-0.0384,-0.0108,2.3329,-1.8815,-0.7186
0,18,3,0.0237,-0.0384,-0.0108,4.5479,-2.0741,-1.1985
0,18,4,0.0237,-0.0384,-0.0108,6.9379,-0.8926,-1.6773
0,19,0,-0.0259,0.0508,-0.0178,-0.3729,0.9247,-0.3118
0,19,1,-0.0259,0.0508,-0.0178,-0.5863,1.9103,-0.6249
0,19,2,-0.0259,0.0508,-0.0178,-0.6440,2.9282,-0.9376
0,19,3,-0.0259,0.0508,-0.0178,-0.1222,4.9945,-1.5623
0,19,4,-0.0259,0.0508,-0.0178,1.3299,6.8692,-2.1880
