img,x,y,z,dis
50,2.0983,-2.1421,1.1197,2.9985755451547327
91,-1.5085,-2.5915,0.3669,2.9985737442991125
82,1.2364,-2.7318,-1.6134,2.9985690253852755
47,2.0431,2.1948,2.2985,2.99856709946601
96,-0.7389,-2.9061,-1.3134,2.9985647266650752
96,0.1057,-2.9967,0.8351,2.9985635527698924
87,0.0189,2.9985,-1.2947,2.99855956419078
36,-0.917,-2.8549,2.9739,2.9985568212058284
52,1.7114,2.4622,1.4586,2.998552784261101
58,-0.1669,-2.9939,-2.5133,2.9985484521681487
45,2.3029,-1.9204,1.9719,2.9985470765022186
33,-0.6958,2.9167,-1.7624,2.9985457358526317
65,-1.4762,-2.61,-2.7679,2.9985440533699017
34,0.2909,2.9844,2.4953,2.998544008348052
26,1.1363,-2.7749,-0.8054,2.998540928518402
67,-2.9908,0.2153,-0.7267,2.9985394327905714
95,-1.1098,-2.7856,0.9682,2.998536876544959
24,-0.8881,-2.864,-0.2697,2.9985359110739362
55,-2.873,0.8585,0.9875,2.9985248456532756
78,-1.7371,-2.4441,2.0125,2.9985231731637496
73,-1.8505,-2.3594,1.3855,2.9985194029720734
54,-1.6113,2.5288,-0.5836,2.9985191561835984
61,1.1491,2.7696,2.9802,2.9985187960057877
4,-1.5404,-2.5726,-0.6096,2.9985167866797076
45,1.5424,2.5714,-2.9331,2.9985155860858885
56,-2.0935,-2.1467,0.2978,2.998510153392848
66,2.9778,-0.3518,0.9261,2.998508976141309
73,2.5087,1.6424,0.0684,2.9985085375899803
35,2.5602,1.5609,0.5175,2.9985051025469343
21,0.3626,-2.9765,-0.3873,2.998504795727364
53,1.993,-2.2403,-2.0412,2.998498472569229
39,-1.8163,2.3858,-2.3675,2.998497512088346
77,0.5778,2.9423,2.9712,2.9984966449872843
36,1.9102,-2.3113,2.2534,2.9984949107844088
56,2.8111,1.0434,-2.5997,2.9984940837026843
72,2.1052,2.1352,-0.7158,2.9984906336355297
68,-0.8332,-2.8804,0.397,2.9984873519826625
57,-2.1187,2.1218,-1.2977,2.998487106859057
72,2.9673,0.4313,0.7762,2.9984811121632897
69,-1.963,2.2666,-0.5242,2.9984737050706314
82,-2.0819,2.1579,-1.4424,2.9984729480187076
24,0.0907,2.9971,-1.9699,2.9984720942506704
30,-1.7633,2.4252,2.8381,2.9984699314817216
99,-1.2552,2.7231,-1.7122,2.998466383003151
44,0.3157,2.9818,0.7229,2.998465896087531
85,-1.3812,-2.6614,2.4443,2.9984601714880257
88,1.2063,2.7451,1.4838,2.998455218941914
20,2.4723,1.6966,0.2584,2.9984527426657905
71,2.9302,0.6361,-2.8179,2.9984488073002016
68,-1.4535,-2.6226,2.15,2.9984484337737074
69,0.6899,-2.918,-1.6974,2.9984472665031148
46,-2.0245,2.2118,1.4486,2.998442844210975
4,-0.093,2.997,-0.9498,2.9984425957486662
59,-2.0234,2.2128,-1.9211,2.9984381601093597
6,-1.4373,-2.6315,-0.7018,2.998436849426714
41,-0.4098,2.9703,0.1403,2.9984359472898534
96,1.051,-2.8082,1.2152,2.9984309630204926
34,-0.2376,-2.989,-0.1673,2.9984287151773343
20,2.9983,0.0275,-2.0537,2.998426110478629
86,1.2466,-2.727,-1.4281,2.998423012184905
27,-0.877,-2.8673,0.8792,2.9984226336525674
30,-2.8253,-1.0041,2.6686,2.9984224018640204
26,1.249,2.7259,0.8287,2.998421553084223
92,-2.855,0.9162,-1.0381,2.998407483982122
77,-0.2398,-2.9888,1.6712,2.998404489057472
75,1.3324,2.6861,1.765,2.9984034034799256
95,0.6981,2.916,-1.7996,2.9983995080709307
86,1.4826,-2.6062,0.8679,2.9983964380982044
59,1.1293,-2.7776,-2.5061,2.9983962796801893
5,-2.2752,1.9529,0.2678,2.9983918106211536
2,-0.0771,2.9974,1.6367,2.998391430417316
96,2.3489,-1.8636,0.0129,2.998388929075079
91,-1.8123,-2.3887,-1.1916,2.9983860625343093
13,1.8203,-2.3826,1.9626,2.9983787035663125
76,1.1709,-2.7603,1.7048,2.9983767108220407
17,-0.8975,-2.8609,0.4256,2.9983754034476737
89,-1.4311,2.6348,-2.969,2.99836926511729
93,-2.321,-1.8982,-2.0122,2.9983669288464347
30,2.5378,-1.5968,0.7538,2.998366068377909
15,-2.1985,-2.0388,-0.0116,2.9983508283721574
82,-0.2098,2.991,-0.8346,2.998349052395335
72,-2.5979,-1.497,1.9322,2.998348447062149
25,-2.9726,-0.3921,0.5202,2.998348407040116
53,-1.8343,2.3718,-1.6992,2.9983481669079057
77,1.7694,-2.4206,-2.3046,2.998346330896416
59,1.0064,2.8244,-1.1804,2.9983455971585395
43,-2.4886,1.6724,1.6917,2.998341494893469
59,0.3512,2.9777,2.5484,2.998339328695136
47,-2.0274,2.209,-0.9456,2.998338166384839
80,0.3097,-2.9823,-1.6371,2.998337435980147
48,1.9819,2.2499,-1.4834,2.9983291380367163
77,-1.827,-2.3774,-0.5193,2.9983261597097806
13,-1.7107,2.4624,-0.9667,2.9983175699048292
95,-2.8579,0.9068,0.6601,2.9983126337992174
45,2.0152,-2.2201,-2.4621,2.9983120334614943
61,2.3188,-1.9008,-0.403,2.9983118717038093
63,1.5455,-2.5693,0.3781,2.998311648244725
35,-2.8527,-0.923,0.8585,2.998303902208714
71,-1.4152,-2.6433,-2.2908,2.998303842174772
85,1.7475,2.4364,0.4928,2.99829971984123
77,-2.2539,-1.9773,-1.9877,2.998296266215198
86,-0.4307,-2.9672,2.149,2.9982959043429984
57,-1.0673,2.8019,0.5399,2.998294998828501
91,-2.2574,1.9733,1.1118,2.9982941233307985
83,-2.8924,0.7898,0.8844,2.998293147775914
23,0.4689,-2.9614,1.4362,2.9982923756698576
59,-2.0134,2.2217,-1.9072,2.9982879197968964
14,-2.1264,-2.1138,0.6396,2.998287411173252
9,1.9106,-2.3107,-0.1262,2.9982873194542248
47,-0.9533,-2.8427,-1.5297,2.998286874199999
64,-2.8428,0.953,1.6869,2.9982863172152188
89,-0.703,-2.9147,-2.9526,2.9982803554704485
72,-1.5524,2.5651,-1.8974,2.998280135344261
39,0.2973,-2.9835,0.3849,2.9982760946917475
55,1.7501,-2.4345,2.6933,2.998272879509135
3,-0.0581,-2.9977,2.7475,2.9982629804605203
71,-1.2133,-2.7418,0.1996,2.998260183839955
29,-1.27,2.716,-2.2112,2.9982588280533755
74,2.872,0.8609,2.206,2.998254960806369
42,-2.8778,-0.8413,0.7755,2.9982525794202197
77,-1.3815,2.661,-0.1736,2.9982433607030634
78,1.5442,2.57,0.1638,2.9982417580975684
32,-2.6174,-1.4624,1.0649,2.9982322324996775
54,-0.3757,2.9746,-1.3884,2.9982320874141815
63,-0.0704,-2.9974,2.4104,2.998226629192663
84,-1.0835,2.7956,0.1662,2.998224743077143
57,-1.3184,-2.6928,-0.8863,2.998224541291062
57,0.6341,-2.9304,0.0535,2.9982206339760924
71,1.8203,-2.3824,-0.0789,2.998219780136206
25,-1.278,-2.7122,1.8841,2.9982182775775352
94,-1.9224,2.3008,-2.7108,2.9982165365430165
83,1.8807,-2.335,-1.0901,2.9982090470812737
27,0.209,2.9909,0.9481,2.998193424380755
78,-2.3119,1.909,1.1064,2.998193224260238
57,2.9981,0.0229,-1.8765,2.9981874557805757
33,0.8241,-2.8827,1.3928,2.9981827996304693
0,-0.644,2.9282,-0.9376,2.99818132206843
91,-1.7222,-2.4542,-1.3474,2.998177859967617
71,1.6945,2.4734,-2.5685,2.9981724116534725
24,-0.1726,-2.9932,-1.8183,2.998172276571178
62,-2.9914,0.2014,-0.5756,2.9981720964614422
85,-1.5846,2.5452,1.7878,2.9981661394926067
83,-2.8646,-0.8849,2.0461,2.998162965884276
17,-1.774,-2.417,-2.2619,2.9981602692317835
64,2.497,1.6595,1.6867,2.9981576426198804
97,-0.1841,2.9925,-2.932,2.9981576109337547
72,0.8413,-2.8777,2.229,2.9981565969775494
34,-1.4491,-2.6247,1.3183,2.998156250097716
65,-0.9951,-2.8282,-2.1131,2.998155974928589
22,-0.9053,-2.8582,1.3664,2.99814531502394
32,-1.9798,-2.2515,2.9098,2.998142806805573
86,-1.5208,2.5838,1.6746,2.9981419379342267
43,0.4798,2.9595,1.4406,2.9981408055660093
19,1.4606,-2.6183,-2.6689,2.998140632125184
84,1.2446,-2.7276,-2.7108,2.9981379087693747
21,-2.5095,-1.6405,2.4542,2.9981378387258983
43,-1.784,2.4096,0.7371,2.9981374484836416
89,-0.596,-2.9383,2.9372,2.998136569604527
3,0.3874,2.973,1.3362,2.998134046369508
62,-0.028,-2.998,-0.9077,2.9981307509846866
83,0.0123,2.9981,-1.8437,2.9981252308734536
30,0.3468,2.978,1.1008,2.998125120804667
53,-2.6557,1.3914,0.6713,2.998122153949035
43,2.5606,1.5595,-1.8341,2.998118178124405
22,2.6028,-1.488,2.2858,2.9981180497105178
34,0.8928,2.8621,0.6193,2.9981174510015447
36,-0.2977,2.9833,0.5441,2.9981167722422017
1,2.7728,1.1403,2.9014,2.998116730549363
84,0.9964,-2.8277,-0.3505,2.9981161168307007
52,1.952,2.2756,0.3949,2.9981092975407018
30,-0.7227,-2.9097,-1.3171,2.998107633157956
98,-0.5869,2.9401,1.9395,2.9981060054641167
4,-2.6624,-1.3785,-1.8189,2.998105403417298
33,-1.0975,-2.79,1.3061,2.998100440278811
40,-2.3738,-1.8313,-1.1572,2.998097084818969
0,1.4406,2.6293,2.099,2.9980905339899264
56,0.8082,2.8871,1.4905,2.998088332587951
18,0.0228,-2.998,1.4395,2.998086696544982
64,-0.633,-2.9305,1.907,2.99808593105668
37,1.7889,2.4059,-1.2188,2.9980857259257947
68,-1.8202,-2.3823,0.2288,2.9980796070151303
95,2.1659,2.073,-2.5456,2.9980746838596266
90,2.2918,-1.9329,-0.0139,2.9980743236284186
2,2.4412,-1.7404,-1.8694,2.9980743152897324
14,-2.6267,1.4453,-0.1378,2.9980735447950573
1,2.4067,-1.7878,2.1955,2.998071668589662
42,-0.4662,-2.9616,1.3271,2.9980688784616003
78,-1.3026,2.7003,-1.3143,2.998063850220672
92,-1.9141,2.3075,1.8683,2.998055212967233
65,-1.8604,2.351,-1.2585,2.9980475579950365
99,1.2202,2.7385,0.9013,2.9980444109452415
20,0.595,-2.9384,-2.9474,2.998035950418207
29,-2.4887,1.6717,-1.1247,2.9980341192187923
74,2.058,-2.1801,-2.8665,2.998032689948527
35,-2.0964,-2.1432,-2.7627,2.998032554859937
9,-2.4486,1.7299,-1.1927,2.9980320161732763
40,0.0859,-2.9968,-2.9747,2.998030862082644
17,-2.985,0.2792,-0.0542,2.9980289591663385
54,-2.5307,1.6074,1.4799,2.9980288941236037
56,-1.8572,-2.3535,1.7176,2.998025031583292
85,-1.0631,-2.8032,0.2098,2.99801798693737
89,2.6397,-1.4213,2.2837,2.998017641709268
34,-0.0097,-2.998,0.9044,2.998015692087018
6,1.6444,2.5068,-2.6552,2.9980156103662967
26,-0.8425,-2.8772,2.4009,2.9980136907626025
58,0.3208,-2.9808,1.6688,2.9980128885646904
42,2.7131,-1.2756,-1.6281,2.99801050198294
99,2.9475,0.548,-0.8362,2.9980093812394917
46,0.1176,2.9957,-1.5245,2.998007379910863
16,-0.6734,2.9214,-1.8937,2.998006924608414
35,-2.6575,-1.3877,1.6606,2.9980022581712644
39,-1.595,-2.5385,1.0153,2.9980005420279694
39,-0.6997,-2.9152,-0.1008,2.997994518006996
51,0.6251,2.9321,1.2879,2.997992731812404
4,-2.118,-2.1218,2.5837,2.997992535014055
54,-1.7432,-2.4391,-1.8712,2.9979918362130342
98,2.3201,1.8987,1.7571,2.9979869412657556
44,-2.9127,0.71,2.7367,2.9979862057721345
25,-2.7134,1.2749,2.3796,2.9979842511260792
75,-0.6189,-2.9334,-1.5708,2.997978113662606
3,-1.8864,-2.3301,2.353,2.9979778134602664
87,0.6074,-2.9358,1.1418,2.9979753834879967
8,-0.7177,2.9108,2.8413,2.9979743044262404
31,-1.5191,-2.5846,1.4716,2.997969641273907
91,1.9281,2.2957,1.7977,2.9979673280407844
63,2.4911,-1.668,-0.3007,2.9979665124880897
28,-0.3222,-2.9806,1.7359,2.9979641759033746
55,-0.6155,-2.9341,-0.5994,2.9979631518749525
66,1.7343,2.4454,-1.8339,2.997962249595548
65,-2.0656,2.1728,-2.1505,2.9979598396242735
60,-2.9373,-0.6,-1.9166,2.997954517667004
65,-0.0714,2.9971,1.2531,2.9979503614970016
32,-0.2125,-2.9904,0.9876,2.9979406948770686
50,1.5753,-2.5507,2.0691,2.997939388980371
53,1.0077,2.8235,0.2485,2.9979345456497213
16,-0.7268,2.9085,0.7409,2.9979343705291486
94,2.9392,0.5905,2.8937,2.9979304344830955
6,1.4984,2.5966,0.8293,2.9979216333987115
12,1.2724,-2.7145,1.7681,2.9979179458417473
89,2.1675,2.0711,2.1021,2.9979178541114164
13,-2.5384,-1.595,1.5456,2.9979158693999404
56,-1.6468,-2.5051,-1.7855,2.997911981696594
51,-1.6595,-2.4967,-2.7793,2.9979077937788547
50,-2.6248,1.4484,0.1255,2.997905535536435
93,-2.3524,-1.8584,-0.273,2.9979053220540504
26,-0.5175,-2.9529,2.231,2.9979033773622525
28,-1.601,2.5346,2.2056,2.997898957603475
55,-1.3439,-2.6798,1.5906,2.9978984722635293
19,-1.0115,2.8221,-2.9162,2.9978960388912754
23,2.6114,1.4724,-1.139,2.997894547845204
97,-1.7281,2.4497,-2.0181,2.9978925431042387
37,-0.3082,2.982,-1.0005,2.9978844607489465
8,2.1468,-2.0925,-0.0365,2.9978836685235133
86,2.3091,1.9119,-1.5817,2.9978833232799436
93,0.3177,-2.981,1.8955,2.9978816337540746
4,1.5301,2.578,-0.268,2.9978809199165997
4,-0.6394,2.9289,1.5311,2.9978805129624497
87,2.6307,1.4376,-1.5715,2.9978786249613245
50,0.3664,-2.9754,1.5472,2.9978749340157607
77,0.2292,-2.9891,-2.1985,2.997874488700286
43,-2.9828,0.3002,-1.799,2.997868556157858
46,-1.0451,2.8098,2.819,2.9978675838001916
58,-0.3814,2.9735,0.5014,2.997860605498528
27,-1.5941,-2.5389,0.041,2.997860573809262
64,2.971,0.4004,0.2049,2.9978594296597696
74,2.9449,-0.561,-1.468,2.9978587374991505
78,-2.1151,-2.1245,0.8664,2.9978572781238264
75,-1.0515,-2.8074,-1.7662,2.99785706964158
61,-2.7418,-1.2123,-2.914,2.997855655297633
95,2.1654,-2.0732,-2.9228,2.997851797537697
65,2.1217,-2.1179,1.243,2.997851113714622
14,2.0838,-2.1552,0.4049,2.997850810163841
27,-2.4133,-1.7785,2.3191,2.9978457498677282
11,-2.9549,0.5056,-0.63,2.9978434532176625
55,0.9215,2.8527,2.5278,2.9978424808518542
67,1.0399,2.8117,-1.7459,2.9978407062417447
78,2.1329,2.1066,-2.1929,2.997836881819956
17,-0.5999,2.9372,0.8719,2.997836528231651
57,2.0913,2.1479,-1.9713,2.9978342349102625
10,-2.9881,-0.2413,-1.9952,2.997827096415002
23,0.3459,-2.9778,1.1865,2.9978224847378807
99,0.4016,2.9708,1.7451,2.997821742532401
50,0.0267,2.9977,-1.2523,2.9978189038032306
92,-2.5826,1.5222,1.3742,2.997818473490348
72,-1.4393,-2.6297,0.8039,2.997816969062655
59,2.3614,-1.8468,-2.8307,2.997812569191076
81,2.9225,-0.6677,-0.0726,2.99780411968494
84,-1.1208,2.7804,1.2893,2.9978019947955206
32,-0.8898,2.8627,-0.0312,2.9977984138363936
4,2.7708,-1.1443,1.616,2.9977917089084087
49,2.9079,0.7286,-1.2565,2.997789247095266
63,1.0446,2.8099,2.5051,2.9977870454720428
93,2.2065,2.0293,2.0472,2.997782637217048
0,1.4416,2.6284,0.5246,2.997782033437388
52,2.0838,2.1551,-2.9756,2.9977789194668776
50,2.314,-1.9058,2.1928,2.997777450045283
62,2.9687,0.4165,0.0312,2.997774497856702
63,2.0907,2.1484,2.293,2.997774015832414
23,-0.7004,2.9148,-0.9899,2.9977690371341152
98,-2.1066,2.1328,-1.3997,2.9977657346764106
44,-2.937,0.6005,-1.9284,2.997760705927009
93,1.5344,2.5753,-2.9169,2.9977580706254465
88,-2.1922,-2.0447,-2.0891,2.9977556488146266
84,-1.6375,-2.511,-1.7912,2.9977537006899015
21,-0.1259,2.9951,-0.1447,2.9977449557959397
12,-1.76,2.4267,2.3632,2.9977446338872826
36,-0.7623,-2.8992,-1.3896,2.9977428058457583
60,-2.9866,0.2582,-2.8261,2.997740282279304
63,-0.9766,2.8342,0.35,2.9977386810727853
58,-0.5492,2.947,0.926,2.997737420122049
42,2.9267,-0.6487,-1.1256,2.9977299044443613
87,-2.7953,1.0829,-2.7981,2.9977282231716735
36,-2.4614,-1.7111,-2.9508,2.9977246654754666
14,1.4954,2.5981,0.7426,2.9977232644125107
61,1.2361,2.731,2.5118,2.9977164992707364
55,1.8567,-2.3535,2.2414,2.9977153200395796
85,0.5453,2.9477,-2.4205,2.997713692132723
21,1.5935,2.5391,-1.3623,2.997710970056987
34,-2.6712,1.3605,-0.0716,2.9977107415492905
43,0.0068,-2.9977,-2.5043,2.997707712569723
97,2.0906,2.1484,1.5064,2.997704274941076
72,-0.9229,2.8521,0.5189,2.9977022567293106
99,2.9977,0.0025,1.0247,2.9977010424657093
58,-0.7934,-2.8908,0.8779,2.9977004853720794
24,-0.2062,-2.9906,-2.88,2.9977002518597486
21,-2.755,1.1816,-0.6885,2.997699711445428
70,-2.3269,1.8899,0.9971,2.997696719149554
35,-0.373,-2.9744,-2.9962,2.9976965089881933
73,0.8417,-2.8771,-2.3513,2.9976929962889796
16,-2.8264,-0.9988,-2.2895,2.9976888430922912
73,2.7657,-1.1563,2.1606,2.997686804854703
18,0.3591,-2.9761,-2.6161,2.997686444576884
84,1.3348,-2.6841,2.617,2.997679744402327
38,-0.6453,-2.9274,-2.0201,2.9976795776066525
10,-0.7229,-2.9092,1.1407,2.9976706039857013
46,2.3859,1.8148,2.977,2.9976687358679244
75,2.0496,-2.1875,-2.1308,2.9976684956812685
5,-1.6568,-2.4982,-2.2234,2.9976640038536675
9,1.1686,-2.7605,0.0779,2.9976634584289146
44,-2.1944,-2.0422,1.9062,2.997661121607978
82,1.5801,-2.5474,2.4678,2.9976595487146303
72,-2.3191,1.8994,1.1202,2.9976566130896316
38,1.9879,-2.2437,2.9322,2.9976551002408534
19,-1.9263,2.2968,-2.2189,2.9976527367258536
52,1.7561,-2.4294,-1.2767,2.997644336808488
5,-0.4452,-2.9644,2.8876,2.9976441416552433
57,0.9652,2.838,1.7478,2.997641579642236
19,-2.5134,1.6336,1.369,2.997637156161499
48,2.0645,2.1734,0.9809,2.997637037734889
83,0.2138,-2.99,-2.381,2.997634140451433
25,2.5943,-1.5018,2.9105,2.997631686848803
90,1.9982,-2.2345,1.1501,2.99763131322049
11,1.9041,-2.3152,-1.4098,2.9976237005334743
17,-2.9832,-0.2937,-1.9409,2.9976227130844872
52,-1.6311,2.515,-0.6077,2.997617755818777
14,-0.0738,-2.9967,-0.9987,2.9976086018691634
29,2.7961,1.0805,2.2751,2.9976082899538428
26,-1.433,-2.6329,0.5025,2.997607614415202
42,-2.7398,1.2162,-2.7897,2.9976067920926517
95,0.4783,-2.9592,-2.5057,2.997604965635065
55,-0.1449,2.9941,1.5232,2.9976041800077606
90,2.8328,-0.9802,-0.2063,2.9975903455942743
66,1.1936,-2.7497,0.7811,2.9975875383381214
63,-1.5504,2.5655,-1.2826,2.997587431585608
5,-1.3793,-2.6614,-0.2668,2.9975854366473027
97,-2.4983,1.6565,-2.9455,2.9975815485154027
18,2.7247,-1.2496,1.2352,2.997580732857749
9,-0.1485,-2.9939,1.4607,2.997580601084815
91,-0.7201,2.9098,2.7917,2.9975790314852415
21,-2.0368,2.1993,-1.1356,2.9975781441023353
69,-1.618,-2.5234,-2.9247,2.9975776153420948
99,0.2586,2.9864,-2.9547,2.99757550697226
36,1.2498,-2.7246,0.9899,2.9975732184552224
79,1.4744,-2.6099,-1.3332,2.9975712451916805
46,-2.9084,0.7257,-0.6013,2.997570858211695
24,-1.1719,-2.759,2.7394,2.997570784818934
11,-1.1801,2.7555,0.0658,2.997568391213118
11,2.4301,-1.755,-1.8826,2.9975675155031953
63,2.1964,-2.0399,0.692,2.997559835933221
89,2.8652,-0.8809,-1.2136,2.997558314695479
15,-1.6852,2.479,1.5786,2.9975556775479584
20,0.8544,-2.8732,-1.6865,2.997545262377201
74,-1.9725,2.2571,-2.5005,2.9975417695171487
69,1.9947,-2.2375,-0.1556,2.997538046464131
60,0.4931,-2.9567,0.9697,2.997536071509399
17,-2.1904,2.0463,-2.4691,2.9975316261884544
57,-1.3691,2.6666,-1.6492,2.99753071210288
29,2.2872,-1.9375,-2.2494,2.9975306653977705
66,-1.0875,2.7933,-2.2718,2.997529172501912
30,-2.5958,-1.499,-2.8284,2.997528755491764
29,0.1231,2.995,-0.4115,2.997528750487642
39,-2.377,-1.8262,2.2325,2.9975215495472254
26,-2.711,1.2789,-2.3194,2.9975166738485375
45,-2.7773,-1.1277,-2.6037,2.9975160683472573
33,-2.7764,1.1299,2.2584,2.997510795643612
92,-0.542,-2.9481,-2.9664,2.99750856712704
25,2.9561,-0.4965,-2.4685,2.9975055396112285
7,1.3249,-2.6888,0.1127,2.99749986655546
70,-2.6913,-1.3198,-0.2867,2.9974935746386513
65,-2.1575,-2.0809,0.0074,2.9974907939808593
6,0.916,-2.8541,-0.08,2.9974894178295273
16,-0.3168,-2.9807,-2.401,2.997488070034642
94,-0.6045,-2.9359,-1.5339,2.9974871242425714
2,2.8232,-1.0072,-0.4149,2.9974839582556565
49,2.2639,1.9646,0.187,2.9974816713367907
70,2.9945,0.1336,-0.0905,2.9974788089326
43,1.6991,-2.4694,2.6204,2.9974784686466056
20,-2.8963,0.7722,1.6064,2.9974733576797643
38,2.2431,1.9883,2.0427,2.99747135098903
64,0.6131,2.9341,2.3221,2.997471337644449
61,-0.7907,2.8913,-1.0276,2.9974692959228126
38,0.9178,2.8535,-1.1961,2.997468780487963
39,1.6572,-2.4977,1.9695,2.997468453545425
89,1.4305,2.6341,0.9403,2.9974677746391203
52,-0.4693,-2.9605,2.5778,2.9974660531855903
35,2.6113,1.4717,-2.1932,2.997463691189603
1,-1.436,-2.6311,1.5593,2.9974627954321633
6,-1.6623,2.4943,0.7618,2.9974612224347457
94,-0.5212,-2.9518,1.3946,2.9974610389461276
5,1.2958,2.7029,-0.078,2.997459933009948
81,-0.9065,2.8571,-1.4351,2.9974593675311096
34,-0.6479,-2.9266,-0.8212,2.997459252433634
1,0.0578,-2.9969,-1.0423,2.9974573308055614
4,-1.8305,2.3736,2.6322,2.997450118016979
19,2.5657,1.5498,-0.2848,2.9974483365022326
3,2.6128,1.469,1.5743,2.9974463865096905
60,1.6699,2.4892,1.9048,2.997446021198714
82,2.1409,2.0979,-1.142,2.9974384430710166
99,0.3468,-2.9773,1.1109,2.997429820696391
91,-2.1229,-2.1161,0.9276,2.9974295020900823
16,-2.3323,1.8828,0.2296,2.997425416920328
2,-0.496,2.9561,-2.8344,2.9974227613067863
50,0.3986,-2.9708,-2.7791,2.9974213250726036
90,1.9762,-2.2537,-0.8257,2.9974205794315885
76,2.3609,1.8468,-1.5793,2.997418731175209
8,1.1289,-2.7767,0.816,2.9974119002899817
42,0.6562,2.9247,-1.6016,2.9974103039123623
60,0.2925,2.9831,-1.5134,2.997405855068679
29,-1.6622,-2.4943,1.4433,2.997405766658895
7,-2.7666,-1.1534,1.4331,2.9974000600520445
64,0.4036,-2.9701,-0.5957,2.9973966988038137
52,-2.3204,1.8974,0.4362,2.997396023217486
14,-1.8055,2.3926,-0.6744,2.9973930356227894
64,-0.405,-2.9699,-0.0717,2.9973873640222077
3,-1.4881,2.6019,-2.6304,2.997386398180922
40,1.7231,2.4526,0.697,2.997385589142645
82,2.9326,-0.6198,-0.2729,2.997381323755788
22,2.7867,-1.1039,-2.2686,2.99738087336261
4,-0.3854,-2.9725,-1.3623,2.9973804246374867
49,-0.335,-2.9786,1.6174,2.9973793486977924
65,1.5584,2.5604,1.9444,2.9973753051628353
66,-1.9261,2.2966,1.6361,2.997370976372461
13,-2.9455,-0.5552,-0.0698,2.9973683941084053
33,-1.0032,-2.8245,1.9105,2.997367259779822
50,1.0623,2.8028,0.9573,2.997360360383783
27,-1.0896,2.7923,-1.0938,2.9973600801371862
79,2.6343,-1.4299,-0.0552,2.997357252647739
84,1.6745,2.486,-0.3588,2.9973565436897895
40,0.7855,2.8926,-0.6112,2.99735633684085
88,-0.2276,-2.9887,-1.1306,2.9973537412190776
42,1.9027,2.316,2.0292,2.9973527136458262
52,1.4588,-2.6184,1.7568,2.997351497572482
35,2.4299,1.7549,-0.1315,2.997346830114927
47,0.7825,-2.8934,-0.851,2.9973437924268884
37,0.1556,2.9933,1.7878,2.997341530423252
50,-1.8693,-2.343,-2.8606,2.9973207185751742
20,1.1065,2.7856,-0.5398,2.997317068646559
23,-1.653,-2.5003,-0.4563,2.9973169819023147
67,-2.7969,-1.0776,0.8981,2.997310689601597
12,-1.3754,-2.6631,-2.8004,2.9973032495895375
55,1.9504,2.2759,-2.1264,2.997295609378561
3,2.6469,-1.4063,-0.215,2.997291994450991
68,1.0186,2.8189,2.3074,2.997289303687584
16,-0.6453,2.927,1.4311,2.9972889567073775
2,-1.401,2.6497,2.8212,2.9972839521807075
11,-1.9777,-2.2522,0.2489,2.997282457493788
97,-2.5879,-1.5121,2.3644,2.9972775680607224
16,1.9592,-2.2683,-2.1274,2.997273682865814
17,1.6582,2.4968,-1.4818,2.9972716727050286
37,-0.6356,2.9291,2.9634,2.997267784166106
40,-0.2806,2.9841,-0.4468,2.997263613698335
95,1.1066,2.7855,-2.8377,2.997261051360058
92,-2.4883,1.6709,-1.1008,2.9972560284366767
0,2.9957,-0.0964,-1.397,2.9972506485110646
21,0.6965,-2.9152,-1.1315,2.99724928726324
5,0.8733,-2.8672,-1.0326,2.997246858368526
88,1.5843,-2.5443,2.086,2.9972435636764656
7,-2.9972,0.0156,0.7681,2.9972405976164143
81,-2.955,0.5014,0.9498,2.9972365538942705
53,2.5406,-1.5902,-2.4416,2.9972294540124884
58,1.9175,-2.3036,-1.4479,2.997228588212784
5,0.8827,-2.8643,1.431,2.997227682375832
52,-2.6818,-1.3384,-2.8885,2.9972263511453385
67,0.0924,-2.9958,0.9184,2.9972246162074674
38,-1.1416,2.7713,0.9565,2.997224424363314
47,2.0547,-2.1821,-1.2954,2.997224132426536
49,-2.8936,-0.7813,1.0756,2.997223823807625
54,0.6002,-2.9365,-1.1858,2.997210751682304
14,-1.5892,2.5412,0.8557,2.9972077138563487
90,2.8326,0.9796,-2.1985,2.9972051848346983
38,1.6184,2.5227,1.8866,2.9972043390466387
36,-2.5055,1.6449,-1.6731,2.997203072866435
98,0.5736,2.9418,0.8787,2.997199392766521
15,1.3485,2.6767,-2.2131,2.9971945449036173
77,-1.809,2.3897,0.3273,2.997189865524038
3,2.2859,1.9385,-2.7724,2.9971855231199815
97,2.3961,-1.8005,-0.2117,2.9971812524437027
21,-1.6479,-2.5035,2.9632,2.997179784397326
91,-2.2152,-2.0189,0.85,2.9971767131752505
5,-1.5982,2.5355,0.6403,2.99716590965532
42,0.0315,-2.997,-2.4837,2.9971655359689424
0,2.0053,-2.2275,1.5047,2.997162714968942
83,2.2817,-1.9434,2.3131,2.997158395881005
17,-1.4593,-2.6179,2.7353,2.997158137302735
39,1.6601,2.4954,0.3023,2.997157515046548
85,2.2558,-1.9734,-2.6743,2.997155518153838
23,2.3608,-1.8465,-2.3659,2.997155132788425
58,-0.2453,-2.9871,-2.7543,2.9971550677267267
94,0.1774,2.9919,-2.4846,2.9971547123897353
96,1.881,2.3334,-0.9589,2.9971514075868777
3,-2.474,1.6918,2.4157,2.9971425124608273
