0,7.32,0,0,0.0042,-0.0868,0.0520,0.1051,-0.9901,7.9157
0,7.32,0,1,0.0042,-0.0868,0.0520,0.3057,-1.9723,8.5148
0,7.32,0,2,0.0042,-0.0868,0.0520,0.6183,-2.9311,9.1138
0,7.32,0,3,0.0042,-0.0868,0.0520,1.5552,-4.7473,10.3120
0,7.32,0,4,0.0042,-0.0868,0.0520,2.9589,-6.3387,11.5100
0,7.32,1,0,-0.0612,-0.0496,0.0446,-0.7324,-0.6740,7.8830
0,7.32,1,1,-0.0612,-0.0496,0.0446,-1.3988,-1.4229,8.4494
0,7.32,1,2,-0.0612,-0.0496,0.0446,-1.9735,-2.2537,9.0161
0,7.32,1,3,-0.0612,-0.0496,0.0446,-2.6973,-4.2042,10.1487
0,7.32,1,4,-0.0612,-0.0496,0.0446,-2.7864,-6.4168,11.2819
0,7.32,2,0,-0.0503,-0.0503,0.0324,-0.6532,-0.7508,7.7722
0,7.32,2,1,-0.0503,-0.0503,0.0324,-1.1836,-1.6062,8.2275
0,7.32,2,2,-0.0503,-0.0503,0.0324,-1.5884,-2.5393,8.6827
0,7.32,2,3,-0.0503,-0.0503,0.0324,-2.0797,-4.5418,9.5932
0,7.32,2,4,-0.0503,-0.0503,0.0324,-1.8702,-6.7406,10.5037
0,7.32,3,0,0.0510,-0.0490,-0.0392,0.7642,-0.6375,6.7675
0,7.32,3,1,0.0510,-0.0490,-0.0392,1.6154,-1.1708,6.2134
0,7.32,3,2,0.0510,-0.0490,-0.0392,2.5424,-1.5842,5.6588
0,7.32,3,3,0.0510,-0.0490,-0.0392,4.6159,-1.9104,4.5503
0,7.32,3,4,0.0510,-0.0490,-0.0392,6.8168,-1.5699,3.4419
0,7.32,4,0,0.0529,-0.0373,0.0641,0.8552,-0.5093,8.3041
0,7.32,4,1,0.0529,-0.0373,0.0641,1.7921,-0.8768,9.2934
0,7.32,4,2,0.0529,-0.0373,0.0641,2.7725,-1.1334,10.2831
0,7.32,4,3,0.0529,-0.0373,0.0641,4.8637,-1.1385,12.2621
0,7.32,4,4,0.0529,-0.0373,0.0641,6.9807,-0.4512,14.2413
0,7.32,5,0,-0.0248,0.0841,0.0572,-0.3352,0.9378,7.9693
0,7.32,5,1,-0.0248,0.0841,0.0572,-0.7735,1.8398,8.6221
0,7.32,5,2,-0.0248,0.0841,0.0572,-1.3405,2.6784,9.2745
0,7.32,5,3,-0.0248,0.0841,0.0572,-2.8838,4.0788,10.5803
0,7.32,5,4,-0.0248,0.0841,0.0572,-4.9074,4.9851,11.8860
0,7.32,6,0,0.0228,-0.0767,-0.0111,0.3423,-0.9346,7.1811
0,7.32,6,1,0.0228,-0.0767,-0.0111,0.8004,-1.8281,7.0423
0,7.32,6,2,0.0228,-0.0767,-0.0111,1.3876,-2.6544,6.9036
0,7.32,6,3,0.0228,-0.0767,-0.0111,2.8564,-4.0982,6.6260
0,7.32,6,4,0.0228,-0.0767,-0.0111,4.8300,-5.0604,6.3485
0,7.32,7,0,-0.0259,-0.0314,-0.0265,-0.5347,-0.8392,6.6710
0,7.32,7,1,-0.0259,-0.0314,-0.0265,-0.8464,-1.8066,6.0195
0,7.32,7,2,-0.0259,-0.0314,-0.0265,-0.9092,-2.8539,5.3681
0,7.32,7,3,-0.0259,-0.0314,-0.0265,-0.1466,-4.9929,4.0654
0,7.32,7,4,-0.0259,-0.0314,-0.0265,2.3131,-6.6016,2.7625
0,7.32,8,0,0.0398,-0.0177,-0.0140,0.9497,-0.2976,6.9990
0,7.32,8,1,0.0398,-0.0177,-0.0140,1.9590,-0.3775,6.6774
0,7.32,8,2,0.0398,-0.0177,-0.0140,2.9909,-0.1582,6.3558
0,7.32,8,3,0.0398,-0.0177,-0.0140,4.8575,1.1651,5.7124
0,7.32,8,4,0.0398,-0.0177,-0.0140,5.8191,3.8819,5.0691
0,7.32,9,0,-0.0536,0.0726,0.0800,-0.6343,0.7667,8.2015
0,7.32,9,1,-0.0536,0.0726,0.0800,-1.3380,1.4803,9.0885
0,7.32,9,2,-0.0536,0.0726,0.0800,-2.1561,2.0796,9.9754
0,7.32,9,3,-0.0536,0.0726,0.0800,-4.0627,2.9066,11.7487
0,7.32,9,4,-0.0536,0.0726,0.0800,-6.1711,3.2946,13.5222
0,7.32,10,0,0.0557,-0.0141,-0.0300,0.9823,-0.1593,6.7997
0,7.32,10,1,0.0557,-0.0141,-0.0300,1.9932,-0.0965,6.2774
0,7.32,10,2,0.0557,-0.0141,-0.0300,2.9924,0.1371,5.7554
0,7.32,10,3,0.0557,-0.0141,-0.0300,4.8439,1.2206,4.7114
0,7.32,10,4,0.0557,-0.0141,-0.0300,6.3058,3.0278,3.6675
0,7.32,11,0,0.0230,-0.0707,0.0546,0.3711,-0.9239,8.0503
0,7.32,11,1,0.0230,-0.0707,0.0546,0.8714,-1.7950,8.7844
0,7.32,11,2,0.0230,-0.0707,0.0546,1.5195,-2.5816,9.5189
0,7.32,11,3,0.0230,-0.0707,0.0546,3.2289,-3.8114,10.9872
0,7.32,11,4,0.0230,-0.0707,0.0546,5.3750,-4.4766,12.4556
0,7.32,12,0,-0.0613,0.0390,0.0600,-0.8741,0.4760,8.1412
0,7.32,12,1,-0.0613,0.0390,0.0600,-1.8125,0.8350,8.9673
0,7.32,12,2,-0.0613,0.0390,0.0600,-2.8037,1.0532,9.7927
0,7.32,12,3,-0.0613,0.0390,0.0600,-4.8818,1.0577,11.4445
0,7.32,12,4,-0.0613,0.0390,0.0600,-6.9870,0.3463,13.0966
0,7.32,13,0,0.0359,-0.0327,-0.0143,0.8006,-0.5914,7.0252
0,7.32,13,1,0.0359,-0.0327,-0.0143,1.7398,-0.9764,6.7300
0,7.32,13,2,0.0359,-0.0327,-0.0143,2.7653,-1.1504,6.4347
